Word,Lemma_spacy,PoS_tag_spacy,Spelling,DomPoSLemma,Dom_PoS_SUBTLEX,Pipeline_step,Pipeline_source,Lemma_before_step4,Step4_special_case,Lemma_pipeline_final
matzos,matzos,PROPN,matzos,matzo,Noun,1,Step 1: SUBTLEX-UK,matzo,False,matzo
matzoth,matzoth,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,matzo,False,matzo
MAUDE'S,maude's,ADV,,,,3,Step 3: spaCy fallback,maude's,True,MAUDE'S
mauling,maul,VERB,mauling,mauling,Verb,1,Step 1: SUBTLEX-UK,mauling,False,mauling
Max's,max's,X,,,,3,Step 3: spaCy fallback,max's,True,Max's
maxed,maxe,VERB,maxed,max,Verb,1,Step 1: SUBTLEX-UK,max,False,max
maxilla,maxilla,NOUN,maxilla,maxillum,Noun,1,Step 1: SUBTLEX-UK,maxillum,False,maxillum
maxima,maxima,PROPN,maxima,maximum,Noun,1,Step 1: SUBTLEX-UK,maximum,False,maximum
Maxine's,maxine',NOUN,,,,3,Step 3: spaCy fallback,maxine',True,Maxine's
maxis,maxis,NOUN,maxis,maxi,Name,1,Step 1: SUBTLEX-UK,maxi,False,maxi
Maxwell's,maxwell',NOUN,,,,3,Step 3: spaCy fallback,maxwell',True,Maxwell's
mays,may,NOUN,mays,mays,Name,1,Step 1: SUBTLEX-UK,mays,False,mays
mazed,maze,VERB,mazed,mazed,,1,Step 1: SUBTLEX-UK,mazed,False,mazed
mazurkas,mazurkas,ADV,mazurkas,mazurka,,1,Step 1: SUBTLEX-UK,mazurka,False,mazurka
me,I,PRON,me,i,Pronoun,1,Step 1: SUBTLEX-UK,i,False,i
meadows,meadow,VERB,meadows,meadows,Noun,1,Step 1: SUBTLEX-UK,meadows,False,meadows
meads,mead,NOUN,meads,meads,Noun,1,Step 1: SUBTLEX-UK,meads,False,meads
meander,meand,ADJ,meander,meander,Verb,1,Step 1: SUBTLEX-UK,meander,False,meander
meanest,mean,ADJ,meanest,meanest,Adjective,1,Step 1: SUBTLEX-UK,meanest,False,meanest
meaning,mean,VERB,meaning,meaning,Noun,1,Step 1: SUBTLEX-UK,meaning,False,meaning
measles,measle,NOUN,measles,measles,Noun,1,Step 1: SUBTLEX-UK,measles,False,measles
meatpacking,meatpacke,VERB,meatpacking,meatpacking,Adjective,1,Step 1: SUBTLEX-UK,meatpacking,False,meatpacking
meccas,meccas,PROPN,meccas,mecca,,1,Step 1: SUBTLEX-UK,mecca,False,mecca
mechanized,mechanize,VERB,mechanized,mechanized,Verb,1,Step 1: SUBTLEX-UK,mechanized,False,mechanized
medaled,medale,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,medaled,False,medaled
media,medium,NOUN,media,media,Noun,1,Step 1: SUBTLEX-UK,media,False,media
MEEKER'S,meeker's,NOUN,,,,3,Step 3: spaCy fallback,meeker's,True,MEEKER'S
meekest,meek,ADJ,meekest,meekest,,1,Step 1: SUBTLEX-UK,meekest,False,meekest
meeting,meet,VERB,meeting,meeting,Noun,1,Step 1: SUBTLEX-UK,meeting,False,meeting
melding,meld,VERB,melding,melding,Verb,1,Step 1: SUBTLEX-UK,melding,False,melding
memoir,memoir,PROPN,memoir,memoirs,Noun,1,Step 1: SUBTLEX-UK,memoirs,False,memoirs
memoirs,memoir,NOUN,memoirs,memoirs,Noun,1,Step 1: SUBTLEX-UK,memoirs,False,memoirs
men's,men',NOUN,,,,3,Step 3: spaCy fallback,men',True,men's
meninges,meninge,VERB,meninges,meninx,Noun,1,Step 1: SUBTLEX-UK,meninx,False,meninx
menses,mense,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,menses,False,menses
mentoring,mentor,VERB,mentoring,mentore,Verb,1,Step 1: SUBTLEX-UK,mentore,False,mentore
menus,menus,PROPN,menus,menu,Noun,1,Step 1: SUBTLEX-UK,menu,False,menu
mephistopheles,mephistophele,NOUN,mephistopheles,mephistopheles,Name,1,Step 1: SUBTLEX-UK,mephistopheles,False,mephistopheles
mercers,mercer,NOUN,mercers,mercers,Name,1,Step 1: SUBTLEX-UK,mercers,False,mercers
merchandising,merchandise,VERB,merchandising,merchandising,Verb,1,Step 1: SUBTLEX-UK,merchandising,False,merchandising
Meredith's,meredith',NOUN,,,,3,Step 3: spaCy fallback,meredith',True,Meredith's
merinos,merino,NOUN,merinos,merinos,Noun,1,Step 1: SUBTLEX-UK,merinos,False,merinos
merriest,merry,ADJ,merriest,merriest,Adjective,1,Step 1: SUBTLEX-UK,merriest,False,merriest
merrymakers,merrymaker,NOUN,merrymakers,merrymakers,Noun,1,Step 1: SUBTLEX-UK,merrymakers,False,merrymakers
merrymaking,merrymake,VERB,merrymaking,merrymaking,Noun,1,Step 1: SUBTLEX-UK,merrymaking,False,merrymaking
MERTON'S,merton',NOUN,,,,3,Step 3: spaCy fallback,merton',True,MERTON'S
meshing,mesh,VERB,meshing,meshing,Verb,1,Step 1: SUBTLEX-UK,meshing,False,meshing
messier,messy,ADJ,messier,messier,Adjective,1,Step 1: SUBTLEX-UK,messier,False,messier
messieurs,messieurs,PROPN,messieurs,monsieur,Noun,1,Step 1: SUBTLEX-UK,monsieur,False,monsieur
metalled,metal,VERB,metalled,metalled,,1,Step 1: SUBTLEX-UK,metalled,False,metalled
metalworking,metalworke,VERB,metalworking,metalwork,Noun,1,Step 1: SUBTLEX-UK,metalwork,False,metalwork
metamorphoses,metamorphosis,NOUN,metamorphoses,metamorphoses,Verb,1,Step 1: SUBTLEX-UK,metamorphoses,False,metamorphoses
metaphysics,metaphysic,NOUN,metaphysics,metaphysics,Noun,1,Step 1: SUBTLEX-UK,metaphysics,False,metaphysics
metering,meter,VERB,metering,metering,Noun,1,Step 1: SUBTLEX-UK,metering,False,metering
meths,meth,NOUN,meths,meths,,1,Step 1: SUBTLEX-UK,meths,False,meths
methylated,methylate,VERB,methylated,methylated,Adjective,1,Step 1: SUBTLEX-UK,methylated,False,methylated
mets,met,NOUN,mets,mets,Noun,1,Step 1: SUBTLEX-UK,mets,False,mets
mexicans,mexican,NOUN,mexicans,mexicans,Noun,1,Step 1: SUBTLEX-UK,mexicans,False,mexicans
Mexico's,mexico',NOUN,,,,3,Step 3: spaCy fallback,mexico',True,Mexico's
mezzos,mezzos,PROPN,mezzos,mezzo,,1,Step 1: SUBTLEX-UK,mezzo,False,mezzo
Miami's,miami',NOUN,,,,3,Step 3: spaCy fallback,miami',True,Miami's
miaows,miaow,NOUN,miaows,miaows,Verb,1,Step 1: SUBTLEX-UK,miaows,False,miaows
Michael's,michael',NOUN,,,,3,Step 3: spaCy fallback,michael',True,Michael's
Michelangelo's,michelangelo's,X,,,,3,Step 3: spaCy fallback,michelangelo's,True,Michelangelo's
Mickey's,mickey',NOUN,,,,3,Step 3: spaCy fallback,mickey',True,Mickey's
mickeys,mickey,NOUN,mickeys,mickeys,Name,1,Step 1: SUBTLEX-UK,mickeys,False,mickeys
micks,mick,NOUN,micks,micks,Noun,1,Step 1: SUBTLEX-UK,micks,False,micks
microeconomics,microeconomics,PROPN,microeconomics,microeconomic,Noun,1,Step 1: SUBTLEX-UK,microeconomic,False,microeconomic
microelectronics,microelectronic,NOUN,microelectronics,microelectronics,Noun,1,Step 1: SUBTLEX-UK,microelectronics,False,microelectronics
middled,middle,VERB,middled,middled,Adjective,1,Step 1: SUBTLEX-UK,middled,False,middled
middling,middle,VERB,middling,middling,Adjective,1,Step 1: SUBTLEX-UK,middling,False,middling
midis,midis,PROPN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,midi,False,midi
midlands,midland,VERB,midlands,midlands,Name,1,Step 1: SUBTLEX-UK,midlands,False,midlands
midmorning,midmorne,VERB,midmorning,midmorning,Noun,1,Step 1: SUBTLEX-UK,midmorning,False,midmorning
midshipmen,midshipmen,PROPN,midshipmen,midshipman,Noun,1,Step 1: SUBTLEX-UK,midshipman,False,midshipman
midwesterners,midwesterner,NOUN,,,Name,2,Step 2: SUBTLEX-US + NLTK,midwesterners,False,midwesterners
midwives,midwive,VERB,midwives,midwife,Noun,1,Step 1: SUBTLEX-UK,midwife,False,midwife
mightiest,mighty,ADJ,mightiest,mightiest,Adjective,1,Step 1: SUBTLEX-UK,mightiest,False,mightiest
Mike's,mike',NOUN,,,,3,Step 3: spaCy fallback,mike',True,Mike's
mikes,mike,NOUN,mikes,mikes,Noun,1,Step 1: SUBTLEX-UK,mikes,False,mikes
mildewed,mildew,VERB,mildewed,mildewed,Adjective,1,Step 1: SUBTLEX-UK,mildewed,False,mildewed
MILHAUD'S,milhaud's,INTJ,,,,3,Step 3: spaCy fallback,milhaud's,True,MILHAUD'S
militarized,militarize,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,militarized,False,militarized
milksops,milksops,PROPN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,milksop,False,milksop
MILLAY'S,millay's,NOUN,,,,3,Step 3: spaCy fallback,millay's,True,MILLAY'S
millennia,millennia,NOUN,millennia,millennium,Noun,1,Step 1: SUBTLEX-UK,millennium,False,millennium
Miller's,miller',NOUN,,,,3,Step 3: spaCy fallback,miller',True,Miller's
millers,miller,NOUN,millers,millers,Noun,1,Step 1: SUBTLEX-UK,millers,False,millers
mills,mill,NOUN,mills,mills,Name,1,Step 1: SUBTLEX-UK,mills,False,mills
Milton's,milton's,ADV,,,,3,Step 3: spaCy fallback,milton's,True,Milton's
Milwaukee's,milwaukee',NOUN,,,,3,Step 3: spaCy fallback,milwaukee',True,Milwaukee's
mimeographed,mimeograph,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,mimeographed,False,mimeographed
mimosas,mimosas,PROPN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,mimosa,False,mimosa
mindboggling,mindboggle,VERB,mindboggling,mindboggling,,1,Step 1: SUBTLEX-UK,mindboggling,False,mindboggling
minesweeping,minesweepe,VERB,minesweeping,minesweeping,Verb,1,Step 1: SUBTLEX-UK,minesweeping,False,minesweeping
mini,mini,X,mini,minus,Adjective,1,Step 1: SUBTLEX-UK,minus,False,minus
minima,minima,PROPN,minima,minimum,,1,Step 1: SUBTLEX-UK,minimum,False,minimum
minis,mini,NOUN,minis,minis,Noun,1,Step 1: SUBTLEX-UK,minis,False,minis
miniseries,miniserie,NOUN,miniseries,miniseries,Noun,1,Step 1: SUBTLEX-UK,miniseries,False,miniseries
Minnesota's,minnesota's,VERB,,,,3,Step 3: spaCy fallback,minnesota's,True,Minnesota's
minuted,minuted,ADJ,minuted,minute,,1,Step 1: SUBTLEX-UK,minute,False,minute
minutiae,minutia,NOUN,minutiae,minutiae,Noun,1,Step 1: SUBTLEX-UK,minutiae,False,minutiae
mirabilis,mirabilis,PROPN,mirabilis,mirabili,,1,Step 1: SUBTLEX-UK,mirabili,False,mirabili
MIRANDA'S,miranda's,ADV,,,,3,Step 3: spaCy fallback,miranda's,True,MIRANDA'S
Miriam's,miriam's,X,,,,3,Step 3: spaCy fallback,miriam's,True,Miriam's
mirroring,mirror,VERB,mirroring,mirroring,Verb,1,Step 1: SUBTLEX-UK,mirroring,False,mirroring
MIRSKY'S,mirsky',NOUN,,,,3,Step 3: spaCy fallback,mirsky',True,MIRSKY'S
miscalculating,miscalculating,NOUN,miscalculating,miscalculate,Verb,1,Step 1: SUBTLEX-UK,miscalculate,False,miscalculate
miscuing,miscue,VERB,miscuing,miscuing,,1,Step 1: SUBTLEX-UK,miscuing,False,miscuing
misdirecting,misdirecting,NOUN,,,Verb,2,Step 2: SUBTLEX-US + NLTK,misdirect,False,misdirect
misgiving,misgive,VERB,misgiving,misgiving,Noun,1,Step 1: SUBTLEX-UK,misgiving,False,misgiving
misguided,misguide,VERB,misguided,misguided,Adjective,1,Step 1: SUBTLEX-UK,misguided,False,misguided
misheard,misheard,PROPN,misheard,mishear,Noun,1,Step 1: SUBTLEX-UK,mishear,False,mishear
mishearing,misheare,VERB,mishearing,mishear,,1,Step 1: SUBTLEX-UK,mishear,False,mishear
misinforming,misinforming,NOUN,misinforming,misinform,,1,Step 1: SUBTLEX-UK,misinform,False,misinform
misleading,mislead,VERB,misleading,misleading,Adjective,1,Step 1: SUBTLEX-UK,misleading,False,misleading
misreading,misreading,ADJ,misreading,misread,Verb,1,Step 1: SUBTLEX-UK,misread,False,misread
misreported,misreporte,VERB,misreported,misreport,,1,Step 1: SUBTLEX-UK,misreport,False,misreport
misreporting,misreporte,VERB,misreporting,misreport,,1,Step 1: SUBTLEX-UK,misreport,False,misreport
Mississippi's,mississippi',NOUN,,,,3,Step 3: spaCy fallback,mississippi',True,Mississippi's
Missouri's,missouri's,X,,,,3,Step 3: spaCy fallback,missouri's,True,Missouri's
misspelling,misspell,VERB,misspelling,misspelling,,1,Step 1: SUBTLEX-UK,misspelling,False,misspelling
misspent,misspent,PROPN,misspent,misspend,Adjective,1,Step 1: SUBTLEX-UK,misspend,False,misspend
mistiming,mistiming,NOUN,mistiming,mistime,,1,Step 1: SUBTLEX-UK,mistime,False,mistime
mistresses,mistresse,VERB,mistresses,mistress,Noun,1,Step 1: SUBTLEX-UK,mistress,False,mistress
mistrusting,mistrust,VERB,mistrusting,mistrusting,Verb,1,Step 1: SUBTLEX-UK,mistrusting,False,mistrusting
misunderstanding,misunderstand,VERB,misunderstanding,misunderstanding,Noun,1,Step 1: SUBTLEX-UK,misunderstanding,False,misunderstanding
misunderstood,misunderstood,NOUN,misunderstood,misunderstand,Verb,1,Step 1: SUBTLEX-UK,misunderstand,False,misunderstand
Mitchell's,mitchell's,X,,,,3,Step 3: spaCy fallback,mitchell's,True,Mitchell's
mitered,miter,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,mitered,False,mitered
mitochondria,mitochondria,PROPN,mitochondria,mitochondrium,Noun,1,Step 1: SUBTLEX-UK,mitochondrium,False,mitochondrium
mixed,mix,VERB,mixed,mixed,Verb,1,Step 1: SUBTLEX-UK,mixed,False,mixed
moated,moate,VERB,moated,moated,,1,Step 1: SUBTLEX-UK,moated,False,moated
mob's,mob',NOUN,,,,3,Step 3: spaCy fallback,mob',True,mob's
modeling,model,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,modeling,False,modeling
moderated,moderated,ADJ,moderated,moderate,Verb,1,Step 1: SUBTLEX-UK,moderate,False,moderate
modifies,modifie,NOUN,modifies,modify,Verb,1,Step 1: SUBTLEX-UK,modify,False,modify
modulus,modulu,VERB,modulus,modulus,,1,Step 1: SUBTLEX-UK,modulus,False,modulus
moggies,moggie,NOUN,moggies,moggy,,1,Step 1: SUBTLEX-UK,moggy,False,moggy
moiled,moil,VERB,moiled,moiled,,1,Step 1: SUBTLEX-UK,moiled,False,moiled
moisturizing,moisturize,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,moisturizing,False,moisturizing
molasses,molasse,VERB,molasses,molasses,Noun,1,Step 1: SUBTLEX-UK,molasses,False,molasses
molding,mold,VERB,molding,molding,Verb,1,Step 1: SUBTLEX-UK,molding,False,molding
MOLIERE'S,moliere's,ADV,,,,3,Step 3: spaCy fallback,moliere's,True,MOLIERE'S
molls,moll,NOUN,molls,molls,Noun,1,Step 1: SUBTLEX-UK,molls,False,molls
Molly's,molly',NOUN,,,,3,Step 3: spaCy fallback,molly',True,Molly's
molten,melt,VERB,molten,molten,Adjective,1,Step 1: SUBTLEX-UK,molten,False,molten
mom's,mom',NOUN,,,,3,Step 3: spaCy fallback,mom',True,mom's
monarchs,monarchs,ADV,monarchs,monarch,Noun,1,Step 1: SUBTLEX-UK,monarch,False,monarch
Monday's,monday',NOUN,,,,3,Step 3: spaCy fallback,monday',True,Monday's
mondays,monday,NOUN,mondays,mondays,Name,1,Step 1: SUBTLEX-UK,mondays,False,mondays
monetizing,monetize,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,monetizing,False,monetizing
money's,money',NOUN,,,,3,Step 3: spaCy fallback,money',True,money's
moneybags,moneybag,NOUN,moneybags,moneybags,Noun,1,Step 1: SUBTLEX-UK,moneybags,False,moneybags
moneychangers,moneychanger,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,moneychangers,False,moneychangers
moneyed,moneye,VERB,moneyed,moneyed,Adjective,1,Step 1: SUBTLEX-UK,moneyed,False,moneyed
moneymaking,moneymake,VERB,moneymaking,moneymaking,Verb,1,Step 1: SUBTLEX-UK,moneymaking,False,moneymaking
mongering,monger,VERB,mongering,mongering,Verb,1,Step 1: SUBTLEX-UK,mongering,False,mongering
Mongolia's,mongolia',NOUN,,,,3,Step 3: spaCy fallback,mongolia',True,Mongolia's
mongols,mongol,NOUN,mongols,mongols,Noun,1,Step 1: SUBTLEX-UK,mongols,False,mongols
monies,monie,NOUN,monies,money,Noun,1,Step 1: SUBTLEX-UK,money,False,money
MONMOUTH'S,monmouth's,NOUN,,,,3,Step 3: spaCy fallback,monmouth's,True,MONMOUTH'S
monogrammed,monogramme,VERB,monogrammed,monogram,Adjective,1,Step 1: SUBTLEX-UK,monogram,False,monogram
monounsaturated,monounsaturate,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,monounsaturated,False,monounsaturated
monstrosities,monstrositie,VERB,monstrosities,monstrosity,Noun,1,Step 1: SUBTLEX-UK,monstrosity,False,monstrosity
Montgomery's,montgomery',NOUN,,,,3,Step 3: spaCy fallback,montgomery',True,Montgomery's
moodier,moody,ADJ,moodier,moodier,,1,Step 1: SUBTLEX-UK,moodier,False,moodier
moodiest,moody,ADJ,moodiest,moodiest,Adjective,1,Step 1: SUBTLEX-UK,moodiest,False,moodiest
Moore's,moore',NOUN,,,,3,Step 3: spaCy fallback,moore',True,Moore's
mooring,moor,VERB,mooring,mooring,Adjective,1,Step 1: SUBTLEX-UK,mooring,False,mooring
moped,mope,VERB,moped,moped,Adjective,1,Step 1: SUBTLEX-UK,moped,False,moped
MORAINE'S,moraine's,ADV,,,,3,Step 3: spaCy fallback,moraine's,True,MORAINE'S
moratoria,moratoria,NOUN,moratoria,moratorium,,1,Step 1: SUBTLEX-UK,moratorium,False,moratorium
MORE'N,more'n,NOUN,,,,3,Step 3: spaCy fallback,more'n,True,MORE'N
mores,more,NOUN,mores,mores,Noun,1,Step 1: SUBTLEX-UK,mores,False,mores
Morgan's,morgan',NOUN,,,,3,Step 3: spaCy fallback,morgan',True,Morgan's
MORGENTHAU'S,morgenthau',NOUN,,,,3,Step 3: spaCy fallback,morgenthau',True,MORGENTHAU'S
MORIARTY'S,moriarty',NOUN,,,,3,Step 3: spaCy fallback,moriarty',True,MORIARTY'S
mormons,mormon,NOUN,mormons,mormons,Noun,1,Step 1: SUBTLEX-UK,mormons,False,mormons
MORSE'S,morse's,ADV,,,,3,Step 3: spaCy fallback,morse's,True,MORSE'S
Morton's,morton',NOUN,,,,3,Step 3: spaCy fallback,morton',True,Morton's
moslems,moslem,NOUN,moslems,moslems,Noun,1,Step 1: SUBTLEX-UK,moslems,False,moslems
MOSSBERG'S,mossberg',NOUN,,,,3,Step 3: spaCy fallback,mossberg',True,MOSSBERG'S
motherfucking,motherfucke,VERB,motherfucking,motherfuck,Adjective,1,Step 1: SUBTLEX-UK,motherfuck,False,motherfuck
motoring,motor,VERB,motoring,motoring,Noun,1,Step 1: SUBTLEX-UK,motoring,False,motoring
moulding,mould,VERB,moulding,moulding,Noun,1,Step 1: SUBTLEX-UK,moulding,False,moulding
mounties,mountie,NOUN,mounties,mounties,Noun,1,Step 1: SUBTLEX-UK,mounties,False,mounties
mouthwashes,mouthwashe,VERB,mouthwashes,mouthwash,,1,Step 1: SUBTLEX-UK,mouthwash,False,mouthwash
mouthwatering,mouthwatere,VERB,mouthwatering,mouthwater,Verb,1,Step 1: SUBTLEX-UK,mouthwater,False,mouthwater
mown,mown,VERB,mown,mow,Verb,1,Step 1: SUBTLEX-UK,mow,False,mow
Mozart's,mozart',NOUN,,,,3,Step 3: spaCy fallback,mozart',True,Mozart's
mozzarella,mozzarella,PROPN,mozzarella,mozzarellum,Noun,1,Step 1: SUBTLEX-UK,mozzarellum,False,mozzarellum
MUCK'S,muck',NOUN,,,,3,Step 3: spaCy fallback,muck',True,MUCK'S
muckiest,mucky,ADJ,muckiest,muckiest,,1,Step 1: SUBTLEX-UK,muckiest,False,muckiest
muckraking,muckrake,VERB,muckraking,muckraking,Adjective,1,Step 1: SUBTLEX-UK,muckraking,False,muckraking
muddies,muddie,NOUN,muddies,muddy,,1,Step 1: SUBTLEX-UK,muddy,False,muddy
muddiest,muddy,ADJ,muddiest,muddiest,,1,Step 1: SUBTLEX-UK,muddiest,False,muddiest
mudding,mud,VERB,mudding,mudding,,1,Step 1: SUBTLEX-UK,mudding,False,mudding
muddles,muddle,NOUN,muddles,muddles,,1,Step 1: SUBTLEX-UK,muddles,False,muddles
muds,muds,PROPN,muds,mud,Noun,1,Step 1: SUBTLEX-UK,mud,False,mud
mudslinging,mudslinge,VERB,mudslinging,mudslinging,Noun,1,Step 1: SUBTLEX-UK,mudslinging,False,mudslinging
muggins,muggin,NOUN,muggins,muggins,,1,Step 1: SUBTLEX-UK,muggins,False,muggins
mullahs,mullah,NOUN,mullahs,mulla,Noun,1,Step 1: SUBTLEX-UK,mulla,False,mulla
mulled,mull,VERB,mulled,mulled,Adjective,1,Step 1: SUBTLEX-UK,mulled,False,mulled
MULLER'S,muller's,ADJ,,,,3,Step 3: spaCy fallback,muller's,True,MULLER'S
mullioned,mullione,VERB,mullioned,mullioned,Adjective,1,Step 1: SUBTLEX-UK,mullioned,False,mullioned
multi,multi,VERB,multi,multus,Adjective,1,Step 1: SUBTLEX-UK,multus,False,multus
multicolored,multicolore,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,multicolored,False,multicolored
multifaceted,multifacete,VERB,multifaceted,multifaceted,Verb,1,Step 1: SUBTLEX-UK,multifaceted,False,multifaceted
multilayered,multilayere,VERB,multilayered,multilayered,Adjective,1,Step 1: SUBTLEX-UK,multilayered,False,multilayered
multiplies,multiplie,NOUN,multiplies,multiply,Verb,1,Step 1: SUBTLEX-UK,multiply,False,multiply
multiprocessing,multiprocesse,VERB,,,Noun,2,Step 2: SUBTLEX-US + NLTK,multiprocessing,False,multiprocessing
multispecies,multispecie,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,multispecies,False,multispecies
multitalented,multitalente,VERB,multitalented,multitalented,,1,Step 1: SUBTLEX-UK,multitalented,False,multitalented
multitasking,multitaske,VERB,multitasking,multitask,Verb,1,Step 1: SUBTLEX-UK,multitask,False,multitask
mumbles,mumble,NOUN,mumbles,mumbles,Verb,1,Step 1: SUBTLEX-UK,mumbles,False,mumbles
mumbling,mumbling,ADJ,mumbling,mumble,Verb,1,Step 1: SUBTLEX-UK,mumble,False,mumble
mummified,mummify,VERB,mummified,mummified,Adjective,1,Step 1: SUBTLEX-UK,mummified,False,mummified
mumming,mum,VERB,mumming,mumming,Verb,1,Step 1: SUBTLEX-UK,mumming,False,mumming
mumps,mump,NOUN,mumps,mumps,Noun,1,Step 1: SUBTLEX-UK,mumps,False,mumps
MUNDT'S,mundt',NOUN,,,,3,Step 3: spaCy fallback,mundt',True,MUNDT'S
Munich's,munich's,X,,,,3,Step 3: spaCy fallback,munich's,True,Munich's
muniments,muniment,NOUN,muniments,muniments,,1,Step 1: SUBTLEX-UK,muniments,False,muniments
munitions,munition,NOUN,munitions,munitions,Noun,1,Step 1: SUBTLEX-UK,munitions,False,munitions
murkier,murky,ADJ,murkier,murkier,Adjective,1,Step 1: SUBTLEX-UK,murkier,False,murkier
MURPHY'S,murphy',NOUN,,,,3,Step 3: spaCy fallback,murphy',True,MURPHY'S
Murray's,murray',NOUN,,,,3,Step 3: spaCy fallback,murray',True,Murray's
mus,mus,PROPN,mus,mu,Noun,1,Step 1: SUBTLEX-UK,mu,False,mu
musketeers,musketeer,NOUN,musketeers,musketeers,Noun,1,Step 1: SUBTLEX-UK,musketeers,False,musketeers
muslims,muslim,NOUN,muslims,muslims,Noun,1,Step 1: SUBTLEX-UK,muslims,False,muslims
MUSMANNO'S,musmanno',NOUN,,,,3,Step 3: spaCy fallback,musmanno',True,MUSMANNO'S
Mussolini's,mussolini's,NOUN,,,,3,Step 3: spaCy fallback,mussolini's,True,Mussolini's
MUSSORGSKY'S,mussorgsky',NOUN,,,,3,Step 3: spaCy fallback,mussorgsky',True,MUSSORGSKY'S
mustached,mustache,VERB,,,Adjective,2,Step 2: SUBTLEX-US + NLTK,mustached,False,mustached
mustachioed,mustachioe,VERB,mustachioed,mustachioed,Adjective,1,Step 1: SUBTLEX-UK,mustachioed,False,mustachioed
mustangs,mustang,NOUN,mustangs,mustangs,Noun,1,Step 1: SUBTLEX-UK,mustangs,False,mustangs
muted,mute,VERB,muted,muted,Adjective,1,Step 1: SUBTLEX-UK,muted,False,muted
muttonchops,muttonchop,NOUN,,,Noun,2,Step 2: SUBTLEX-US + NLTK,muttonchops,False,muttonchops
muzzling,muzzle,VERB,muzzling,muzzling,Verb,1,Step 1: SUBTLEX-UK,muzzling,False,muzzling
myalgia,myalgia,PROPN,myalgia,myalgium,,1,Step 1: SUBTLEX-UK,myalgium,False,myalgium
MYRA'S,myra's,X,,,,3,Step 3: spaCy fallback,myra's,True,MYRA'S
mystifies,mystifie,NOUN,mystifies,mystify,Verb,1,Step 1: SUBTLEX-UK,mystify,False,mystify
mythmaking,mythmake,VERB,,,Verb,2,Step 2: SUBTLEX-US + NLTK,mythmaking,False,mythmaking
mythos,mythos,PROPN,mythos,mytho,Noun,1,Step 1: SUBTLEX-UK,mytho,False,mytho
Nadine's,nadine',NOUN,,,,3,Step 3: spaCy fallback,nadine',True,Nadine's
nagging,nag,VERB,nagging,nagging,Adjective,1,Step 1: SUBTLEX-UK,nagging,False,nagging
NAGRIN'S,nagrin',NOUN,,,,3,Step 3: spaCy fallback,nagrin',True,NAGRIN'S
napes,nape,NOUN,napes,napes,,1,Step 1: SUBTLEX-UK,napes,False,napes
Napoleon's,napoleon',NOUN,,,,3,Step 3: spaCy fallback,napoleon',True,Napoleon's
napping,nap,VERB,napping,napping,Verb,1,Step 1: SUBTLEX-UK,napping,False,napping
narcissi,narcissi,PROPN,narcissi,narcissus,,1,Step 1: SUBTLEX-UK,narcissus,False,narcissus
narcs,narcs,PROPN,narcs,narc,Noun,1,Step 1: SUBTLEX-UK,narc,False,narc
narrower,narrow,ADJ,narrower,narrower,Adjective,1,Step 1: SUBTLEX-UK,narrower,False,narrower
narrowest,narrow,ADJ,narrowest,narrowest,Adjective,1,Step 1: SUBTLEX-UK,narrowest,False,narrowest
Nassau's,nassau',NOUN,,,,3,Step 3: spaCy fallback,nassau',True,Nassau's
nastier,nasty,ADJ,nastier,nastier,Adjective,1,Step 1: SUBTLEX-UK,nastier,False,nastier
nastiest,nasty,ADJ,nastiest,nastiest,Adjective,1,Step 1: SUBTLEX-UK,nastiest,False,nastiest
nationalisms,nationalisms,PROPN,nationalisms,nationalism,,1,Step 1: SUBTLEX-UK,nationalism,False,nationalism
nations,nation,NOUN,nations,nations,Noun,1,Step 1: SUBTLEX-UK,nations,False,nations
nattered,nattered,NOUN,nattered,natter,,1,Step 1: SUBTLEX-UK,natter,False,natter
