word,word_detected,onset,offset,story_audio,PoS
you,you,211.059999,211.209999,prettymouth,PRP
now,now,211.23,211.67,prettymouth,RB
Arthur,arthur,211.69,212.56,prettymouth,VBP
the,the,213.08,213.17,prettymouth,DT
gray,gray,213.17,213.39,prettymouth,NN
haired,haired,213.389999,213.579999,prettymouth,VBD
man,man,213.58,213.8,prettymouth,NN
asked,asked,213.799999,214.069999,prettymouth,VBD
Home,home,214.08,214.59,prettymouth,NNP
He,he,215.4,215.54,prettymouth,PRP
straightened,straightened,215.539999,216.159999,prettymouth,VBD
his,his,216.17,216.39,prettymouth,PRP$
back,back,216.39,216.82,prettymouth,NN
so,so,216.82,217.16,prettymouth,IN
the,the,217.16,217.43,prettymouth,DT
girl,girl,217.46,217.91,prettymouth,NN
could,could,217.93,218.19,prettymouth,MD
reach,reach,218.19,218.47,prettymouth,VB
behind,behind,218.47,218.87,prettymouth,IN
him,him,218.87,219.12,prettymouth,PRP
for,for,219.13,219.26,prettymouth,IN
the,the,219.26,219.35,prettymouth,DT
cigarettes,cigarettes,219.35,219.92,prettymouth,NNS
Y,y,219.93,219.95,prettymouth,NNP
yeah,yeah,220.49,221.06,prettymouth,CC
Home,home,221.23,221.61,prettymouth,NNP
Home,home,222.16,222.41,prettymouth,NNP
sweet,sweet,222.41,222.64,prettymouth,NNP
home,home,222.65,222.96,prettymouth,NN
Christ,christ,222.96,223.5,prettymouth,NNP
Look,look,224.66,224.93,prettymouth,NNP
Arthur,arthur,224.929999,225.349999,prettymouth,NNP
you,you,225.66,225.81,prettymouth,PRP
want,want,225.809999,226.009999,prettymouth,VBP
my,my,226.02,226.23,prettymouth,PRP$
advice,advice,226.23,226.75,prettymouth,NN
he,he,226.91,227.05,prettymouth,PRP
said,said,227.05,227.34,prettymouth,VBD
Absently,<unk>,227.61,228.28,prettymouth,RB
he,he,228.28,228.62,prettymouth,PRP
took,took,228.66,228.91,prettymouth,VBD
his,his,228.91,229.08,prettymouth,PRP$
left,left,229.08,229.36,prettymouth,JJ
hand,hand,229.36,229.72000000000003,prettymouth,NN
out,out,229.73,229.9,prettymouth,RP
from,from,229.9,230.06,prettymouth,IN
between,between,230.059999,230.379999,prettymouth,IN
the,the,230.38,230.46,prettymouth,DT
girl's,girl's,230.46,230.7,prettymouth,NN
upper,upper,230.71,230.94,prettymouth,JJ
arm,arm,230.94,231.18,prettymouth,NN
and,and,231.179999,231.279999,prettymouth,CC
chest,chest,231.28,231.58,prettymouth,JJS
wall,wall,231.58,232.22,prettymouth,NN
Get,get,232.529999,232.719999,prettymouth,NNP
in,in,232.719999,232.899999,prettymouth,IN
bed,bed,232.9,233.13,prettymouth,NN
and,and,233.129999,233.269999,prettymouth,CC
relax,relax,233.27,233.92,prettymouth,VB
Tell,tell,234.24,234.49,prettymouth,NNP
the,the,234.49,234.6,prettymouth,DT
truth,truth,234.6,235.1,prettymouth,NN
Is,is,235.56,235.66,prettymouth,VBZ
it,it,235.66,235.74,prettymouth,PRP
going,going,235.77,235.98,prettymouth,VBG
to,to,235.98,236.05,prettymouth,TO
do,do,236.05,236.16000000000005,prettymouth,VB
you,you,236.16,236.36,prettymouth,PRP
any,any,236.36,236.65,prettymouth,DT
good,good,236.65,236.94,prettymouth,JJ
to,to,236.95,237.12,prettymouth,TO
sit,sit,237.12,237.4,prettymouth,VB
around,around,237.4,237.72,prettymouth,RP
and,and,237.72,237.86,prettymouth,CC
stew,stew,237.87,238.41,prettymouth,VB
Yeah,yeah,238.8,239.23,prettymouth,NNP
I,i,239.3,239.42,prettymouth,PRP
know,know,239.42,239.71,prettymouth,VBP
I,i,240.8,240.92,prettymouth,PRP
wouldn't,wouldn't,240.92,241.18,prettymouth,VBD
even,even,241.18,241.4,prettymouth,RB
worry,worry,241.4,241.7,prettymouth,VBP
for,for,241.71,241.84,prettymouth,IN
Chrissake,<unk>,241.84,241.85,prettymouth,NNP
but,but,242.4,242.54,prettymouth,CC
uh,uh,242.54,242.63,prettymouth,IN
you,you,242.86,243.06,prettymouth,PRP
can't,can't,243.059999,243.299999,prettymouth,VBP
trust,trust,243.33,243.66000000000005,prettymouth,VB
her,her,243.66,243.78,prettymouth,PRP$
I,i,243.9,244.05,prettymouth,PRP
swear,swear,244.05,244.35,prettymouth,VBP
to,to,244.349999,244.509999,prettymouth,TO
God,god,244.55,244.93,prettymouth,NNP
I,i,245.5,245.63,prettymouth,PRP
swear,swear,245.63,245.81,prettymouth,VBP
to,to,245.809999,245.899999,prettymouth,TO
God,god,245.9,246.11,prettymouth,NNP
you,you,246.11,246.19000000000003,prettymouth,PRP
can't,can't,246.19,246.5,prettymouth,VBP
The,the,247.58,247.64,prettymouth,DT
gray,gray,247.639999,247.849999,prettymouth,NN
haired,haired,247.849999,248.069999,prettymouth,VBD
man,man,248.07,248.42,prettymouth,NN
turned,turned,248.49,248.86,prettymouth,VBD
his,his,248.87,249.05,prettymouth,PRP$
head,head,249.059999,249.339999,prettymouth,NN
to,to,249.349999,249.499999,prettymouth,TO
see,see,249.5,249.8,prettymouth,VB
what,what,249.799999,249.919999,prettymouth,WP
the,the,249.92,249.99,prettymouth,DT
girl,girl,249.99,250.2,prettymouth,NN
was,was,250.199999,250.379999,prettymouth,VBD
doing,doing,250.379999,250.709999,prettymouth,VBG
She,she,251.309999,251.459999,prettymouth,PRP
had,had,251.459999,251.579999,prettymouth,VBD
picked,picked,251.58,251.82,prettymouth,VBN
up,up,251.82,251.93,prettymouth,RP
the,the,251.93,252.07,prettymouth,DT
ashtray,ashtray,252.07,252.48,prettymouth,NN
and,and,252.48,252.57,prettymouth,CC
was,was,252.58,252.71,prettymouth,VBD
putting,putting,252.71,252.95,prettymouth,VBG
it,it,252.95,253.16,prettymouth,PRP
between,between,253.3,253.72,prettymouth,IN
them,them,253.72,253.92,prettymouth,PRP
Y,y,253.93,253.95,prettymouth,NNP
You,you,254.53,254.89,prettymouth,PRP
know,know,254.89,255.01,prettymouth,VBP
what,what,255.01,255.15,prettymouth,WP
I,i,255.15,255.23,prettymouth,PRP
do,do,255.23,255.54,prettymouth,VBP
You,you,256.41,256.54,prettymouth,PRP
know,know,256.54,256.64000000000004,prettymouth,VB
what,what,256.64,256.75,prettymouth,WP
I,i,256.75,256.82,prettymouth,PRP
do,do,256.83,257.01,prettymouth,VBP
I'm,i'm,257.01,257.14,prettymouth,RB
ashamed,ashamed,257.14,257.49,prettymouth,VBN
to,to,257.49,257.51,prettymouth,TO
I’m,i'm,258.17,258.3,prettymouth,NNP
ashamed,ashamed,258.3,258.58,prettymouth,VBD
to,to,258.58,258.67,prettymouth,TO
tell,tell,258.67,258.85,prettymouth,VB
ya,ya,258.85,259.07000000000005,prettymouth,RB
but,but,259.89,260.06,prettymouth,CC
you,you,260.059999,260.129999,prettymouth,PRP
know,know,260.13,260.25,prettymouth,VBP
what,what,260.33,260.4,prettymouth,WP
I,i,260.4,260.6,prettymouth,PRP
very,very,261.55,261.96000000000004,prettymouth,RB
nearly,nearly,261.99,262.33,prettymouth,RB
goddam,<unk>,262.34,262.35,prettymouth,JJ
do,do,262.94,263.11,prettymouth,VBP
every,every,263.17,263.53000000000003,prettymouth,DT
night,night,263.53,264.13,prettymouth,NN
When,when,264.4,264.56,prettymouth,WRB
I,i,264.559999,264.609999,prettymouth,PRP
get,get,264.61,264.77000000000004,prettymouth,VBP
home,home,264.77,265.09,prettymouth,NN
You,you,265.639999,265.759999,prettymouth,PRP
want,want,265.759999,265.889999,prettymouth,VBP
to,to,265.889999,265.959999,prettymouth,TO
know,know,265.96,266.22,prettymouth,VB
Arthur,arthur,266.62,267.0,prettymouth,NNP
listen,listen,267.0,267.45,prettymouth,VB
this,this,267.45,267.66,prettymouth,DT
isn't,isn't,267.66,267.97,prettymouth,JJ
Wait,wait,268.27,268.5,prettymouth,NNP
a,a,268.5,268.56,prettymouth,DT
second,second,268.559999,268.949999,prettymouth,JJ
I'll,i'll,269.119999,269.269999,prettymouth,NNP
tell,tell,269.27,269.43,prettymouth,NN
ya,ya,269.43,269.66,prettymouth,NNP
God,god,271.01,271.2,prettymouth,NNP
damn,damn,271.22,271.43,prettymouth,VBZ
it,it,271.43,271.5,prettymouth,PRP
I,i,271.7,271.82,prettymouth,PRP
practically,practically,271.82,272.28,prettymouth,RB
have,have,272.28,272.39,prettymouth,VBP
to,to,272.4,272.51,prettymouth,TO
keep,keep,272.51,272.72,prettymouth,VB
myself,myself,272.72,273.08000000000004,prettymouth,PRP
from,from,273.09,273.23999999999995,prettymouth,IN
opening,opening,273.27,273.57,prettymouth,VBG
every,every,273.6,273.90000000000003,prettymouth,DT
goddamn,goddamn,273.91,274.32000000000005,prettymouth,NN
closet,closet,274.32,274.67,prettymouth,NN
door,door,274.67,274.93,prettymouth,NN
in,in,274.93,274.96,prettymouth,IN
the,the,274.96,275.08,prettymouth,DT
apartment,apartment,275.08,275.52,prettymouth,NN
I,i,275.52,275.64,prettymouth,PRP
swear,swear,275.67,275.89000000000004,prettymouth,VBP
to,to,275.89,275.98,prettymouth,TO
God,god,275.98,276.3,prettymouth,NNP
Every,every,276.79,277.07,prettymouth,NNP
night,night,277.07,277.29,prettymouth,NN
I,i,277.29,277.36,prettymouth,PRP
come,come,277.36,277.55,prettymouth,VBP
home,home,277.55,277.82,prettymouth,NN
I,i,278.08,278.23,prettymouth,PRP
half,half,278.24,278.47,prettymouth,VBP
expect,expect,278.47,278.84000000000003,prettymouth,JJ
to,to,278.84,278.92,prettymouth,TO
find,find,278.92,279.13,prettymouth,VB
a,a,279.13,279.17,prettymouth,DT
bunch,bunch,279.17,279.40000000000003,prettymouth,NN
of,of,279.4,279.56,prettymouth,IN
bastards,bastards,279.559999,280.019999,prettymouth,NNS
hiding,hiding,280.02,280.35,prettymouth,VBG
all,all,280.44,280.8,prettymouth,DT
over,over,280.83,281.09,prettymouth,IN
the,the,281.09,281.17,prettymouth,DT
place,place,281.17,281.64000000000004,prettymouth,NN
All,all,282.099999,282.26999900000004,prettymouth,NNP
right,right,282.27,282.62,prettymouth,RB
All,all,283.17,283.42,prettymouth,NNP
right,right,283.42,283.77000000000004,prettymouth,VBD
Let's,let's,283.95,284.18,prettymouth,NNP
try,try,284.179999,284.429999,prettymouth,VB
to,to,284.429999,284.539999,prettymouth,TO
take,take,284.559999,284.729999,prettymouth,VB
it,it,284.73,284.83000000000004,prettymouth,PRP
a,a,284.83,284.89,prettymouth,DT
little,little,284.889999,285.159999,prettymouth,JJ
easy,easy,285.2,285.63,prettymouth,JJ
Arthur,arthur,285.63,286.03,prettymouth,NNP
the,the,286.209999,286.299999,prettymouth,DT
gray,gray,286.299999,286.509999,prettymouth,NN
haired,haired,286.51,286.71,prettymouth,VBD
man,man,286.709999,286.919999,prettymouth,NN
said,said,286.92,287.22,prettymouth,VBD
He,he,287.690001,287.840001,prettymouth,PRP
turned,turned,287.84,288.06,prettymouth,VBD
his,his,288.059999,288.21999900000003,prettymouth,PRP$
head,head,288.21999900000003,288.43999900000006,prettymouth,NN
again,again,288.449999,288.489999,prettymouth,RB
toward,toward,288.5,288.72,prettymouth,IN
the,the,288.72,288.88000000000005,prettymouth,DT
girl,girl,289.03,289.5,prettymouth,NN
perhaps,perhaps,289.55,290.18,prettymouth,RB
to,to,290.18,290.37,prettymouth,TO
show,show,290.37,290.72,prettymouth,VB
her,her,290.72,291.15000000000003,prettymouth,PRP$
how,how,291.7,291.93,prettymouth,WRB
forbearing,<unk>,291.93,291.95,prettymouth,JJ
even,even,292.67,292.91,prettymouth,RB
stoic,stoic,292.91,293.52000000000004,prettymouth,VB
his,his,293.66,293.81,prettymouth,PRP$
countenance,<unk>,293.84,294.32,prettymouth,NN
was,was,294.34,294.61,prettymouth,VBD
But,but,295.59,295.71,prettymouth,CC
the,the,295.71,295.77,prettymouth,DT
girl,girl,295.77,295.97,prettymouth,NN
missed,missed,295.97,296.25,prettymouth,VBD
seeing,seeing,296.26,296.62,prettymouth,VBG
it,it,296.62,296.78000000000003,prettymouth,PRP
She,she,297.05,297.24,prettymouth,PRP
had,had,297.24,297.37,prettymouth,VBD
just,just,297.37,297.58,prettymouth,RB
overturned,overturned,297.58,298.03,prettymouth,VBN
the,the,298.03,298.15,prettymouth,DT
ashtray,ashtray,298.15,298.61,prettymouth,NN
with,with,298.61,298.77000000000004,prettymouth,IN
her,her,298.77,298.88,prettymouth,PRP$
knee,knee,298.88,299.16,prettymouth,NN
and,and,299.16,299.28000000000003,prettymouth,CC
was,was,299.28,299.42999999999995,prettymouth,VBD
rapidly,rapidly,299.429999,299.929999,prettymouth,RB
with,with,299.929999,300.059999,prettymouth,IN
her,her,300.059999,300.149999,prettymouth,PRP$
fingers,fingers,300.15,300.48,prettymouth,NNS
brushing,brushing,300.5,300.94,prettymouth,VBG
the,the,300.94,301.12,prettymouth,DT
spilled,spilled,301.15,301.62,prettymouth,JJ
ashes,ashes,301.62,302.05,prettymouth,NNS
into,into,302.049999,302.289999,prettymouth,IN
a,a,302.29,302.41,prettymouth,DT
little,little,303.23,303.48,prettymouth,JJ
pick,pick,303.48,303.71000000000004,prettymouth,NN
up,up,303.71,303.83,prettymouth,RP
pile,pile,303.839999,304.279999,prettymouth,IN
Her,her,304.940001,305.120001,prettymouth,PRP$
eyes,eyes,305.119999,305.429999,prettymouth,NNS
looked,looked,305.449999,305.719999,prettymouth,VBD
up,up,305.73,305.99,prettymouth,RP
at,at,305.99,306.13,prettymouth,IN
him,him,306.129999,306.489999,prettymouth,PRP
a,a,306.74,306.79,prettymouth,DT
second,second,306.79,307.07,prettymouth,JJ
too,too,307.07,307.28,prettymouth,RB
late,late,307.28,307.53,prettymouth,RB
In,in,308.93,309.05,prettymouth,IN
the,the,309.05,309.16,prettymouth,DT
first,first,309.16,309.48,prettymouth,JJ
place,place,309.48,309.93,prettymouth,NN
he,he,310.23,310.36,prettymouth,PRP
said,said,310.37,310.62,prettymouth,VBD
into,into,310.62,310.81,prettymouth,IN
the,the,310.81,310.91,prettymouth,DT
phone,phone,310.91,311.24,prettymouth,NN
I've,i've,311.51,311.69,prettymouth,NNP
told,told,311.7,311.93,prettymouth,VBD
you,you,311.93,312.07,prettymouth,PRP
many,many,312.07,312.42,prettymouth,JJ
many,many,312.42,312.87,prettymouth,JJ
times,times,312.98,313.56,prettymouth,NNS
Arthur,arthur,313.58,313.98,prettymouth,NNP
that's,that's,314.0,314.31,prettymouth,NN
exactly,exactly,314.46,315.36,prettymouth,RB
where,where,315.36,315.54,prettymouth,WRB
you,you,315.54,315.72,prettymouth,PRP
make,make,315.719999,316.009999,prettymouth,VB
your,your,316.01,316.21,prettymouth,PRP$
biggest,biggest,316.219999,316.699999,prettymouth,JJS
mistake,mistake,316.7,317.72,prettymouth,NN
You,you,318.54,318.65000000000003,prettymouth,PRP
know,know,318.65,318.88,prettymouth,VBP
what,,,,prettymouth,WP
you,you,318.889999,319.039999,prettymouth,PRP
do,do,319.04,319.38,prettymouth,VBP
You,you,319.849999,320.099999,prettymouth,PRP
actually,actually,320.099999,320.479999,prettymouth,RB
go,go,320.48,320.72,prettymouth,VBP
out,out,320.719999,320.859999,prettymouth,IN
of,of,320.86,321.0,prettymouth,IN
your,your,321.0,321.12,prettymouth,PRP$
way,way,321.12,321.31,prettymouth,NN
to,to,321.309999,321.429999,prettymouth,TO
torture,torture,321.429999,321.889999,prettymouth,VB
yourself,yourself,321.889999,322.399999,prettymouth,PRP
As,as,323.27,323.4,prettymouth,IN
a,a,323.4,323.44,prettymouth,DT
matter,matter,323.440001,323.660001,prettymouth,NN
of,of,323.66,323.75,prettymouth,IN
fact,fact,323.75,324.16,prettymouth,NN
you,you,324.18,324.32,prettymouth,PRP
actually,actually,324.32,324.71,prettymouth,RB
inspire,inspire,324.71,325.36,prettymouth,VB
Joanie,<unk>,325.36,325.78000000000003,prettymouth,NNP
He,he,326.49,326.65000000000003,prettymouth,PRP
broke,broke,326.65,326.92,prettymouth,VBD
off,off,326.92,327.15000000000003,prettymouth,RP
You're,you're,327.99,328.21000000000004,prettymouth,NNP
bloody,bloody,328.23,328.66,prettymouth,NN
lucky,lucky,328.66,328.97,prettymouth,JJ
she's,she's,328.97,329.14000000000004,prettymouth,NN
a,a,329.14,329.19,prettymouth,DT
wonderful,wonderful,329.19,329.59,prettymouth,JJ
kid,kid,329.59,329.89,prettymouth,NN
I,i,330.42,330.56,prettymouth,PRP
mean,mean,330.57,330.78,prettymouth,VBP
it,it,330.78,330.95,prettymouth,PRP
You,you,331.85,332.02000000000004,prettymouth,PRP
give,give,332.02,332.22,prettymouth,VBP
that,that,332.22,332.39000000000004,prettymouth,IN
kid,kid,332.389999,332.569999,prettymouth,NN
absolutely,absolutely,332.57,333.09,prettymouth,RB
no,no,333.09,333.26,prettymouth,DT
credit,credit,333.26,333.58,prettymouth,NN
for,for,333.58,333.71,prettymouth,IN
having,having,333.71,333.91,prettymouth,VBG
any,any,333.91,334.08000000000004,prettymouth,DT
good,good,334.08,334.27,prettymouth,JJ
taste,taste,334.29,334.87,prettymouth,NN
or,or,335.25,335.39,prettymouth,CC
brains,brains,335.4,336.0,prettymouth,NNS
for,for,336.7,336.72,prettymouth,IN
Chrissake,<unk>,336.719999,337.019999,prettymouth,NNP
for,for,337.329999,337.349999,prettymouth,IN
that,that,337.92,338.23,prettymouth,DT
matter,matter,338.23,338.54,prettymouth,NN
Brains,brains,339.009999,339.509999,prettymouth,NNP
Jesus,jesus,339.54,339.92,prettymouth,NNP
if,if,340.539999,340.679999,prettymouth,IN
you,you,340.68,340.77,prettymouth,PRP
knew,knew,340.77,340.9,prettymouth,VBD
how,how,340.9,341.04999999999995,prettymouth,WRB
funny,funny,341.049999,341.309999,prettymouth,JJ
that,that,341.309999,341.489999,prettymouth,DT
was,was,341.49,341.71000000000004,prettymouth,VBD
She,she,342.039999,342.20999900000004,prettymouth,PRP
thinks,thinks,342.209999,342.419999,prettymouth,VBZ
she's,she's,342.43,342.61,prettymouth,VBD
a,a,342.61,342.67,prettymouth,DT
goddamn,goddamn,342.67,343.16,prettymouth,NN
intellectual,intellectual,343.18,344.03000000000003,prettymouth,JJ
That's,that's,344.07,344.35,prettymouth,NNP
the,the,344.35,344.46000000000004,prettymouth,DT
funny,funny,344.46,344.71,prettymouth,JJ
part,part,344.71,344.96,prettymouth,NN
that's,that's,344.96,345.14,prettymouth,VBZ
the,the,345.14,345.26,prettymouth,DT
hilarious,hilarious,345.26,345.83,prettymouth,JJ
part,part,345.84,346.11,prettymouth,NN
She,she,346.59,346.79999999999995,prettymouth,PRP
reads,reads,346.8,347.0,prettymouth,VBZ
the,the,347.01,347.13,prettymouth,DT
theatrical,theatrical,347.13,347.76,prettymouth,JJ
page,page,347.76,348.09,prettymouth,NN
and,and,348.09,348.21,prettymouth,CC
she,she,348.21,348.33,prettymouth,PRP
watches,watches,348.33,348.68,prettymouth,VBZ
television,television,348.7,349.22,prettymouth,NN
till,till,349.22,349.47,prettymouth,NN
she's,she's,349.71,349.94,prettymouth,VBZ
practically,practically,349.95,350.45,prettymouth,RB
blind,blind,350.45,350.86,prettymouth,VB
so,so,350.86,351.01,prettymouth,RB
she's,she's,351.01,351.3,prettymouth,JJ
an,an,351.3,351.40000000000003,prettymouth,DT
intellectual,intellectual,351.4,352.21,prettymouth,JJ
You,you,353.28,353.4,prettymouth,PRP
know,,,,prettymouth,VBP
who,,,,prettymouth,WP
I'm,i'm,353.63,353.72,prettymouth,NNP
married,married,353.74,354.05,prettymouth,VBD
to,to,354.05,354.33,prettymouth,TO
I'm,i'm,354.639999,354.799999,prettymouth,NNP
married,married,354.799999,355.039999,prettymouth,VBD
to,to,355.04,355.11,prettymouth,TO
the,the,355.11,355.22,prettymouth,DT
greatest,greatest,355.219999,355.709999,prettymouth,JJS
living,living,355.71,356.09,prettymouth,NN
undeveloped,undeveloped,356.32,357.09,prettymouth,VBD
undiscovered,undiscovered,357.089999,357.719999,prettymouth,JJ
actress,actress,357.73,358.18,prettymouth,JJ
novelist,novelist,358.199999,358.649999,prettymouth,NN
psychoanalyst,<unk>,358.65,359.47,prettymouth,NN
and,and,359.46999900000003,359.539999,prettymouth,CC
all,all,359.549999,359.759999,prettymouth,DT
around,around,359.76,359.96,prettymouth,IN
goddam,<unk>,359.959999,359.969999,prettymouth,NNS
unappreciated,unappreciated,360.449999,361.119999,prettymouth,JJ
celebrity,celebrity,361.12,361.6,prettymouth,NN
genius,genius,361.6,362.03,prettymouth,NN
in,in,362.03,362.16,prettymouth,IN
New,new,362.16,362.27,prettymouth,NNP
York,york,362.27,362.71,prettymouth,NNP
You,you,363.41,363.59,prettymouth,PRP
didn't,didn't,363.59,363.72,prettymouth,VBP
know,know,363.72,363.88000000000005,prettymouth,VB
that,that,363.88,364.07,prettymouth,DT
did,did,364.07,364.25,prettymouth,VBD
you,you,364.25,364.42,prettymouth,PRP
Christ,christ,365.15,365.46,prettymouth,VB
it's,it's,365.46,365.54,prettymouth,NNS
so,so,365.54,365.7000000000001,prettymouth,IN
funny,funny,365.7,365.95,prettymouth,JJ
I,i,365.95,365.99,prettymouth,PRP
could,could,365.99,366.17,prettymouth,MD
cut,cut,366.17,366.37,prettymouth,VB
my,my,366.37,366.52,prettymouth,PRP$
throat,throat,366.52,366.92,prettymouth,NN
In,in,368.47,368.58,prettymouth,IN
the,the,368.58,368.7,prettymouth,DT
first,first,368.71,368.99,prettymouth,JJ
place,place,368.99,369.38,prettymouth,NN
the,the,369.929999,370.009999,prettymouth,DT
gray,gray,370.01,370.24,prettymouth,NN
haired,haired,370.24,370.43,prettymouth,VBD
man,man,370.429999,370.649999,prettymouth,NN
said,said,370.65,370.9,prettymouth,VBD
and,and,370.9,371.07,prettymouth,CC
slowly,slowly,371.07,371.48,prettymouth,RB
moved,moved,371.48,371.69,prettymouth,VBD
his,his,371.69,371.83,prettymouth,PRP$
hand,hand,371.83,372.22,prettymouth,NN
and,,,,prettymouth,CC
then,,,,prettymouth,RB
caressed,<unk>,372.62,373.28,prettymouth,VBD
the,the,373.29,373.58,prettymouth,DT
little,little,373.65,373.91,prettymouth,JJ
lock,lock,373.91,374.19,prettymouth,NN
that,that,374.19,374.34,prettymouth,WDT
rested,rested,374.34,374.66,prettymouth,VBD
on,on,374.66,374.74,prettymouth,IN
the,the,374.74,374.81,prettymouth,DT
girl’s,girl's,374.809999,375.079999,prettymouth,NN
forehead,forehead,375.08,375.56,prettymouth,NN
For,for,376.609999,376.779999,prettymouth,IN
a,a,376.779999,376.849999,prettymouth,DT
hell,hell,376.85,377.02,prettymouth,NN
of,of,377.02,377.1,prettymouth,IN
