Word,word_gentle,onset,offset,PoS,transcript,lemma,word,blankTR,onset_addblankTR,offset_addblankTR
leave,leave,139.009999,139.219999,VBP,prettymouth,leave,leave,0,139.009999,139.219999
with,with,139.219999,139.339999,IN,prettymouth,with,with,0,139.219999,139.339999
you,you,139.34,139.59,PRP,prettymouth,you,you,0,139.34,139.59
No,no,140.139999,140.55999899999998,DT,prettymouth,no,no,0,140.139999,140.55999899999998
Christ,christ,140.57,141.11,NN,prettymouth,christ,christ,0,140.57,141.11
You,you,141.69,142.11,PRP,prettymouth,you,you,0,141.69,142.11
didn't,didn't,142.109999,142.289999,VBP,prettymouth,didn't,didn't,0,142.109999,142.289999
see,see,142.289999,142.45999899999998,VB,prettymouth,see,see,0,142.289999,142.45999899999998
her,her,142.459999,142.56999900000002,PRP$,prettymouth,her,her,0,142.459999,142.56999900000002
leave,leave,142.57,142.76,NN,prettymouth,leave,leave,0,142.57,142.76
at,at,142.76,142.85,IN,prettymouth,at,at,0,142.76,142.85
all,all,142.85,143.01999999999998,DT,prettymouth,all,all,0,142.85,143.01999999999998
then,then,143.02,143.25,RB,prettymouth,then,then,0,143.02,143.25
W,w,143.89,143.96,VBP,prettymouth,w,w,0,143.89,143.96
Well,well,143.99,144.3,RB,prettymouth,well,well,0,143.99,144.3
no,no,144.3,144.44,RB,prettymouth,no,no,0,144.3,144.44
as,as,144.74,144.92000000000002,IN,prettymouth,a,as,0,144.74,144.92000000000002
a,a,144.92000000000002,144.97000000000003,DT,prettymouth,a,a,0,144.92000000000002,144.97000000000003
matter,matter,144.97,145.19,NN,prettymouth,matter,matter,0,144.97,145.19
of,of,145.199999,145.279999,IN,prettymouth,of,of,0,145.199999,145.279999
fact,fact,145.28,145.58,NN,prettymouth,fact,fact,0,145.28,145.58
I,i,145.58,145.67000000000002,NN,prettymouth,i,i,0,145.58,145.67000000000002
I,i,145.71,145.86,VBP,prettymouth,i,i,0,145.71,145.86
didn't,didn't,145.86,146.24,VBP,prettymouth,didn't,didn't,0,145.86,146.24
Arthur,arthur,146.24,146.60000000000002,VB,prettymouth,arthur,arthur,0,146.24,146.60000000000002
the,the,147.27,147.36,DT,prettymouth,the,the,0,147.27,147.36
gray,gray,147.36,147.58,NN,prettymouth,gray,gray,0,147.36,147.58
haired,haired,147.58,147.81,VBD,prettymouth,haired,haired,0,147.58,147.81
man,man,147.81,148.02,NN,prettymouth,man,man,0,147.81,148.02
said,said,148.02,148.33,VBD,prettymouth,said,said,0,148.02,148.33
Why,why,148.63,149.03,WRB,prettymouth,why,why,0,148.63,149.03
What's,what's,149.06,149.28,VBP,prettymouth,what's,what's,0,149.06,149.28
up,up,149.28,149.74,RP,prettymouth,up,up,0,149.28,149.74
Joanie,<unk>,149.82,150.13,NN,prettymouth,joanie,joanie,0,149.82,150.13
lost,lost,150.15,150.57,VBN,prettymouth,lost,lost,0,150.15,150.57
Oh,oh,151.05,151.29000000000002,JJ,prettymouth,oh,oh,0,151.05,151.29000000000002
Christ,christ,151.31,151.97,NN,prettymouth,christ,christ,0,151.31,151.97
Who,who,152.27,152.44,WP,prettymouth,who,who,0,152.27,152.44
knows,knows,152.44,152.77,VBZ,prettymouth,know,knows,0,152.44,152.77
I,i,152.77,152.88000000000002,NN,prettymouth,i,i,0,152.77,152.88000000000002
I,i,152.92,153.03,VBP,prettymouth,i,i,0,152.92,153.03
don't,don't,153.03,153.21,VBP,prettymouth,don't,don't,0,153.03,153.21
know,know,153.21,153.47,VB,prettymouth,know,know,0,153.21,153.47
You,you,154.01,154.20999999999998,PRP,prettymouth,you,you,0,154.01,154.20999999999998
know,know,154.21,154.39,VBP,prettymouth,know,know,0,154.21,154.39
her,her,154.389999,154.599999,PRP$,prettymouth,her,her,0,154.389999,154.599999
when,when,154.599999,154.799999,WRB,prettymouth,when,when,0,154.599999,154.799999
when,when,154.83,154.98000000000002,WRB,prettymouth,when,when,0,154.83,154.98000000000002
she,she,154.98,155.14,PRP,prettymouth,she,she,0,154.98,155.14
gets,gets,155.139999,155.30999899999998,VBZ,prettymouth,get,gets,0,155.139999,155.30999899999998
all,all,155.309999,155.439999,DT,prettymouth,all,all,0,155.309999,155.439999
tanked,tanked,155.44,155.86,VBD,prettymouth,tanked,tanked,0,155.44,155.86
up,up,155.86,156.05,RP,prettymouth,up,up,0,155.86,156.05
and,and,156.05,156.17000000000002,CC,prettymouth,and,and,0,156.05,156.17000000000002
rarin,<unk>,156.17,156.47,VB,prettymouth,rarin,rarin,0,156.17,156.47
to,to,156.469999,156.529999,TO,prettymouth,to,to,0,156.469999,156.529999
go,go,156.53,156.79,VB,prettymouth,go,go,0,156.53,156.79
I,i,156.79,156.98,JJ,prettymouth,i,i,0,156.79,156.98
I,i,157.03,157.29,VBP,prettymouth,i,i,0,157.03,157.29
don't,don't,157.29,157.47,VBP,prettymouth,don't,don't,0,157.29,157.47
know,know,157.469999,157.699999,VB,prettymouth,know,know,0,157.469999,157.699999
She,she,157.94,158.11,PRP,prettymouth,she,she,0,157.94,158.11
may,may,158.11,158.25,MD,prettymouth,may,may,0,158.11,158.25
have,have,158.25,158.36,VB,prettymouth,have,have,0,158.25,158.36
just,just,158.36,158.58,RB,prettymouth,just,just,0,158.36,158.58
You,you,159.2,159.39999999999998,PRP,prettymouth,you,you,0,159.2,159.39999999999998
call,call,159.4,159.67000000000002,VBP,prettymouth,call,call,0,159.4,159.67000000000002
the,the,159.67,159.83999999999995,DT,prettymouth,the,the,0,159.67,159.83999999999995
Ellenbogens,<unk>,159.839999,160.539999,NNS,prettymouth,ellenbogens,ellenbogens,0,159.839999,160.539999
the,the,161.190001,161.300001,DT,prettymouth,the,the,0,161.190001,161.300001
gray,gray,161.299999,161.519999,NN,prettymouth,gray,gray,0,161.299999,161.519999
haired,haired,161.52,161.76000000000002,VBD,prettymouth,haired,haired,0,161.52,161.76000000000002
man,man,161.76,161.97,NN,prettymouth,man,man,0,161.76,161.97
asked,asked,161.969999,162.279999,VBD,prettymouth,asked,asked,0,161.969999,162.279999
Yeah,yeah,162.64,162.95,UH,prettymouth,yeah,yeah,0,162.64,162.95
yeah,yeah,162.95,163.22,NN,prettymouth,yeah,yeah,0,162.95,163.22
They're,they're,163.22,163.3,IN,prettymouth,they're,they're,0,163.22,163.3
not,not,163.309999,163.499999,RB,prettymouth,not,not,0,163.309999,163.499999
home,home,163.5,163.73,NN,prettymouth,home,home,0,163.5,163.73
yet,yet,163.73,163.98,RB,prettymouth,yet,yet,0,163.73,163.98
I,i,164.42,164.58999999999995,JJ,prettymouth,i,i,0,164.42,164.58999999999995
don't,don't,164.59,164.77,NN,prettymouth,don't,don't,0,164.59,164.77
know,know,164.77,164.97,VBP,prettymouth,know,know,0,164.77,164.97
Christ,christ,164.98,165.64999999999998,NN,prettymouth,christ,christ,0,164.98,165.64999999999998
I'm,i'm,165.85,166.01,NN,prettymouth,i'm,i'm,0,165.85,166.01
not,not,166.01,166.14999999999998,RB,prettymouth,not,not,0,166.01,166.14999999999998
even,even,166.15,166.34,RB,prettymouth,even,even,0,166.15,166.34
sure,sure,166.34,166.61,JJ,prettymouth,sure,sure,0,166.34,166.61
she,she,166.61,166.81,PRP,prettymouth,she,she,0,166.61,166.81
left,left,166.81,167.1,VBD,prettymouth,left,left,0,166.81,167.1
with,with,167.1,167.22,IN,prettymouth,with,with,0,167.1,167.22
them,them,167.22,167.5,PRP,prettymouth,them,them,0,167.22,167.5
I,i,168.15,168.26000000000002,VBP,prettymouth,i,i,0,168.15,168.26000000000002
know,know,168.26,168.42999999999998,VBP,prettymouth,know,know,0,168.26,168.42999999999998
one,one,168.43,168.68,CD,prettymouth,one,one,0,168.43,168.68
thing,thing,168.68,168.94,NN,prettymouth,thing,thing,0,168.68,168.94
I,i,168.94,169.01,NN,prettymouth,i,i,0,168.94,169.01
know,know,169.01,169.17,VBP,prettymouth,know,know,0,169.01,169.17
one,one,169.17,169.42,CD,prettymouth,one,one,0,169.17,169.42
goddamn,goddamn,169.44,170.02,JJ,prettymouth,goddamn,goddamn,0,169.44,170.02
thing,thing,170.02,170.26000000000002,NN,prettymouth,thing,thing,0,170.02,170.26000000000002
I'm,i'm,170.26,170.45,NN,prettymouth,i'm,i'm,0,170.26,170.45
through,through,170.47,170.8,IN,prettymouth,through,through,0,170.47,170.8
beating,beating,170.82,171.03,VBG,prettymouth,beating,beating,0,170.82,171.03
my,my,171.05,171.24,PRP$,prettymouth,my,my,0,171.05,171.24
brains,brains,171.24,171.64,NNS,prettymouth,brain,brains,0,171.24,171.64
out,out,171.639999,171.799999,RP,prettymouth,out,out,0,171.639999,171.799999
I,i,171.8,171.9,JJ,prettymouth,i,i,0,171.8,171.9
mean,mean,171.91,172.13,VBP,prettymouth,mean,mean,0,171.91,172.13
it,it,172.13,172.26999999999998,PRP,prettymouth,it,it,0,172.13,172.26999999999998
I,i,172.27,172.4,VBZ,prettymouth,i,i,0,172.27,172.4
I,i,172.679999,172.819999,VBP,prettymouth,i,i,0,172.679999,172.819999
really,really,172.82,173.06,RB,prettymouth,really,really,0,172.82,173.06
mean,mean,173.059999,173.199999,VB,prettymouth,mean,mean,0,173.059999,173.199999
it,it,173.2,173.29999999999998,PRP,prettymouth,it,it,0,173.2,173.29999999999998
this,this,173.3,173.48000000000002,DT,prettymouth,this,this,0,173.3,173.48000000000002
time,time,173.5,173.76,NN,prettymouth,time,time,0,173.5,173.76
I'm,i'm,173.759999,173.869999,VBZ,prettymouth,i'm,i'm,0,173.759999,173.869999
through,through,173.87,174.3,IN,prettymouth,through,through,0,173.87,174.3
Five,five,174.63,174.87,CD,prettymouth,five,five,0,174.63,174.87
years,years,174.88,175.24,NNS,prettymouth,year,years,0,174.88,175.24
Christ,christ,175.24,175.86,VBP,prettymouth,christ,christ,0,175.24,175.86
All,all,176.17,176.32999999999998,DT,prettymouth,all,all,0,176.17,176.32999999999998
right,right,176.33,176.55,RB,prettymouth,right,right,0,176.33,176.55
all,all,176.58,176.70000000000002,DT,prettymouth,all,all,0,176.58,176.70000000000002
right,right,176.7,176.89999999999998,JJ,prettymouth,right,right,0,176.7,176.89999999999998
try,try,178.67000000000002,178.8,NN,prettymouth,try,try,0,178.67000000000002,178.8
to,to,178.799999,178.90999900000003,TO,prettymouth,to,to,0,178.799999,178.90999900000003
take,take,178.91,179.1,VB,prettymouth,take,take,0,178.91,179.1
it,it,179.1,179.19,PRP,prettymouth,it,it,0,179.1,179.19
a,a,179.190001,179.210001,DT,prettymouth,a,a,0,179.190001,179.210001
little,little,179.209999,179.44999900000002,JJ,prettymouth,little,little,0,179.209999,179.44999900000002
easy,easy,179.449999,179.67999899999998,JJ,prettymouth,easy,easy,0,179.449999,179.67999899999998
now,now,179.68,179.88,RB,prettymouth,now,now,0,179.68,179.88
Arthur,arthur,179.879999,180.259999,VBP,prettymouth,arthur,arthur,0,179.879999,180.259999
the,the,180.97,181.06,DT,prettymouth,the,the,0,180.97,181.06
gray,gray,181.06,181.34,NN,prettymouth,gray,gray,0,181.06,181.34
haired,haired,181.34,181.59,VBD,prettymouth,haired,haired,0,181.34,181.59
man,man,181.59,181.85,NN,prettymouth,man,man,0,181.59,181.85
said,said,181.85,182.2,VBD,prettymouth,said,said,0,181.85,182.2
He,he,182.52,182.68,PRP,prettymouth,he,he,0,182.52,182.68
turned,turned,182.68,182.97,VBD,prettymouth,turned,turned,0,182.68,182.97
and,and,182.97,183.09,CC,prettymouth,and,and,0,182.97,183.09
gave,gave,183.1,183.38,VBD,prettymouth,gave,gave,0,183.1,183.38
the,the,183.38,183.43,DT,prettymouth,the,the,0,183.38,183.43
girl,girl,183.43,183.75,NN,prettymouth,girl,girl,0,183.43,183.75
a,a,183.75,183.84,DT,prettymouth,a,a,0,183.75,183.84
sign,sign,183.84,184.29,NN,prettymouth,sign,sign,0,183.84,184.29
with,with,184.3,184.43,IN,prettymouth,with,with,0,184.3,184.43
two,two,184.44,184.62,CD,prettymouth,two,two,0,184.44,184.62
fingers,fingers,184.62,184.97,NNS,prettymouth,finger,fingers,0,184.62,184.97
near,near,184.97,185.15,IN,prettymouth,near,near,0,184.97,185.15
his,his,185.15,185.28,PRP$,prettymouth,his,his,0,185.15,185.28
mouth,mouth,185.28,185.59,NN,prettymouth,mouth,mouth,0,185.28,185.59
that,that,185.98,186.13,IN,prettymouth,that,that,0,185.98,186.13
he,he,186.13,186.2,PRP,prettymouth,he,he,0,186.13,186.2
wanted,wanted,186.2,186.55,VBD,prettymouth,wanted,wanted,0,186.2,186.55
a,a,186.55,186.62,DT,prettymouth,a,a,0,186.55,186.62
cigarette,cigarette,186.62,187.1,NN,prettymouth,cigarette,cigarette,0,186.62,187.1
In,in,187.71,187.82,IN,prettymouth,in,in,0,187.71,187.82
the,the,187.82,187.92,DT,prettymouth,the,the,0,187.82,187.92
first,first,187.92,188.22,JJ,prettymouth,first,first,0,187.92,188.22
place,place,188.22,188.6,NN,prettymouth,place,place,0,188.22,188.6
if,if,189.17,189.37,IN,prettymouth,if,if,0,189.17,189.37
I,i,189.37,189.45,NN,prettymouth,i,i,0,189.37,189.45
know,know,189.45,189.65,VBP,prettymouth,know,know,0,189.45,189.65
the,the,189.65,189.81,DT,prettymouth,the,the,0,189.65,189.81
Ellenbogens,<unk>,189.809999,190.469999,NNS,prettymouth,ellenbogens,ellenbogens,0,189.809999,190.469999
they,they,191.16,191.39,PRP,prettymouth,they,they,0,191.16,191.39
probably,probably,191.389999,191.979999,RB,prettymouth,probably,probably,0,191.389999,191.979999
all,all,191.98,192.17,DT,prettymouth,all,all,0,191.98,192.17
hopped,hopped,192.17,192.48,VBN,prettymouth,hopped,hopped,0,192.17,192.48
in,in,192.48,192.59,IN,prettymouth,in,in,0,192.48,192.59
a,a,192.59,192.67,DT,prettymouth,a,a,0,192.59,192.67
cab,cab,192.67,193.03,NN,prettymouth,cab,cab,0,192.67,193.03
and,and,193.03,193.17,CC,prettymouth,and,and,0,193.03,193.17
went,went,193.17,193.38,VBD,prettymouth,went,went,0,193.17,193.38
down,down,193.38,193.64,RB,prettymouth,down,down,0,193.38,193.64
to,to,193.639999,193.729999,TO,prettymouth,to,to,0,193.639999,193.729999
the,the,193.73,193.81,DT,prettymouth,the,the,0,193.73,193.81
Village,village,193.809999,194.189999,NN,prettymouth,village,village,0,193.809999,194.189999
for,for,194.19,194.33,IN,prettymouth,for,for,0,194.19,194.33
a,a,194.33,194.4,DT,prettymouth,a,a,0,194.33,194.4
couple,couple,194.4,194.68,NN,prettymouth,couple,couple,0,194.4,194.68
of,of,194.679999,194.769999,IN,prettymouth,of,of,0,194.679999,194.769999
hours,hours,194.77,195.18,NNS,prettymouth,hour,hours,0,194.77,195.18
All,all,195.219999,195.459999,DT,prettymouth,all,all,0,195.219999,195.459999
three,three,195.46,195.73,CD,prettymouth,three,three,0,195.46,195.73
of,of,195.73,195.88,IN,prettymouth,of,of,0,195.73,195.88
them'll,<unk>,195.88,196.12,NN,prettymouth,them'll,them'll,0,195.88,196.12
probably,probably,196.15,196.65,RB,prettymouth,probably,probably,0,196.15,196.65
barge,barge,196.65,196.99,NN,prettymouth,barge,barge,0,196.65,196.99
I,i,197.1,197.28,NNS,prettymouth,i,i,0,197.1,197.28
have,have,197.279999,197.469999,VBP,prettymouth,have,have,0,197.279999,197.469999
a,a,197.469999,197.559999,DT,prettymouth,a,a,0,197.469999,197.559999
feeling,feeling,197.57,197.98,NN,prettymouth,feeling,feeling,0,197.57,197.98
she,she,197.98,198.15,PRP,prettymouth,she,she,0,197.98,198.15
went,went,198.15,198.36,VBD,prettymouth,went,went,0,198.15,198.36
to,to,198.359999,198.469999,TO,prettymouth,to,to,0,198.359999,198.469999
work,work,198.47,198.72,VB,prettymouth,work,work,0,198.47,198.72
on,on,198.75,198.95,IN,prettymouth,on,on,0,198.75,198.95
some,some,198.95,199.27,DT,prettymouth,some,some,0,198.95,199.27
bastard,bastard,199.3,199.81,NN,prettymouth,bastard,bastard,0,199.3,199.81
in,in,199.81,199.89,IN,prettymouth,in,in,0,199.81,199.89
the,the,199.89,199.98,DT,prettymouth,the,the,0,199.89,199.98
kitchen,kitchen,199.98,200.38,NN,prettymouth,kitchen,kitchen,0,199.98,200.38
I,i,200.7,200.82,NN,prettymouth,i,i,0,200.7,200.82
just,just,200.82,201.0,RB,prettymouth,just,just,0,200.82,201.0
have,have,201.01,201.15,VB,prettymouth,have,have,0,201.01,201.15
a,a,201.15,201.2,DT,prettymouth,a,a,0,201.15,201.2
feeling,feeling,201.2,201.62,NN,prettymouth,feeling,feeling,0,201.2,201.62
She,she,202.9,203.06,PRP,prettymouth,she,she,0,202.9,203.06
always,always,203.06,203.28,RB,prettymouth,always,always,0,203.06,203.28
starts,starts,203.29,203.57,VBZ,prettymouth,start,starts,0,203.29,203.57
necking,<unk>,203.58,203.93,VBG,prettymouth,necking,necking,0,203.58,203.93
some,some,203.94,204.17,DT,prettymouth,some,some,0,203.94,204.17
bastard,bastard,204.18,204.63,NN,prettymouth,bastard,bastard,0,204.18,204.63
in,in,204.63,204.7,IN,prettymouth,in,in,0,204.63,204.7
the,the,204.71,204.81,DT,prettymouth,the,the,0,204.71,204.81
kitchen,kitchen,204.81,205.16,NN,prettymouth,kitchen,kitchen,0,204.81,205.16
when,when,205.16,205.27,WRB,prettymouth,when,when,0,205.16,205.27
she,she,205.27,205.41,PRP,prettymouth,she,she,0,205.27,205.41
gets,gets,205.41,205.61,VBZ,prettymouth,get,gets,0,205.41,205.61
tanked,tanked,205.63,205.93,VBD,prettymouth,tanked,tanked,0,205.63,205.93
up,up,205.93,206.11,RP,prettymouth,up,up,0,205.93,206.11
I,i,206.88,207.05,JJ,prettymouth,i,i,0,206.88,207.05
I'm,i'm,207.05,207.22,VBP,prettymouth,i'm,i'm,0,207.05,207.22
through,through,207.22,207.6,IN,prettymouth,through,through,0,207.22,207.6
I,i,208.219999,208.399999,NN,prettymouth,i,i,0,208.219999,208.399999
swear,swear,208.4,208.63,VBP,prettymouth,swear,swear,0,208.4,208.63
to,to,208.63,208.71,TO,prettymouth,to,to,0,208.63,208.71
God,god,208.71,208.92,VB,prettymouth,god,god,0,208.71,208.92
I,i,208.92,209.02,JJ,prettymouth,i,i,0,208.92,209.02
mean,mean,209.05,209.23,VBP,prettymouth,mean,mean,0,209.05,209.23
it,it,209.23,209.31,PRP,prettymouth,it,it,0,209.23,209.31
this,this,209.309999,209.479999,DT,prettymouth,this,this,0,209.309999,209.479999
time,time,209.49,209.73,NN,prettymouth,time,time,0,209.49,209.73
Five,five,209.74,210.09,CD,prettymouth,five,five,0,209.74,210.09
goddamn,goddamn,210.09,210.59,NN,prettymouth,goddamn,goddamn,0,210.09,210.59
Where,where,210.61,210.97000000000003,WRB,prettymouth,where,where,0,210.61,210.97000000000003
are,are,210.969999,211.059999,VBP,prettymouth,are,are,0,210.969999,211.059999
you,you,211.059999,211.209999,PRP,prettymouth,you,you,0,211.059999,211.209999
now,now,211.23,211.67,RB,prettymouth,now,now,0,211.23,211.67
Arthur,arthur,211.69,212.56,VBP,prettymouth,arthur,arthur,0,211.69,212.56
the,the,213.08,213.17,DT,prettymouth,the,the,0,213.08,213.17
gray,gray,213.17,213.39,NN,prettymouth,gray,gray,0,213.17,213.39
haired,haired,213.389999,213.579999,VBD,prettymouth,haired,haired,0,213.389999,213.579999
man,man,213.58,213.8,NN,prettymouth,man,man,0,213.58,213.8
asked,asked,213.799999,214.069999,VBD,prettymouth,asked,asked,0,213.799999,214.069999
Home,home,214.08,214.59,NN,prettymouth,home,home,0,214.08,214.59
He,he,215.4,215.54,PRP,prettymouth,he,he,0,215.4,215.54
straightened,straightened,215.539999,216.159999,VBD,prettymouth,straightened,straightened,0,215.539999,216.159999
his,his,216.17,216.39,PRP$,prettymouth,his,his,0,216.17,216.39
back,back,216.39,216.82,NN,prettymouth,back,back,0,216.39,216.82
so,so,216.82,217.16,IN,prettymouth,so,so,0,216.82,217.16
the,the,217.16,217.43,DT,prettymouth,the,the,0,217.16,217.43
girl,girl,217.46,217.91,NN,prettymouth,girl,girl,0,217.46,217.91
could,could,217.93,218.19,MD,prettymouth,could,could,0,217.93,218.19
reach,reach,218.19,218.47,VB,prettymouth,reach,reach,0,218.19,218.47
behind,behind,218.47,218.87,IN,prettymouth,behind,behind,0,218.47,218.87
him,him,218.87,219.12,PRP,prettymouth,him,him,0,218.87,219.12
for,for,219.13,219.26,IN,prettymouth,for,for,0,219.13,219.26
the,the,219.26,219.35,DT,prettymouth,the,the,0,219.26,219.35
cigarettes,cigarettes,219.35,219.92,NNS,prettymouth,cigarette,cigarettes,0,219.35,219.92
Y,y,219.93,219.95,VBP,prettymouth,y,y,0,219.93,219.95
yeah,yeah,220.49,221.06,PRP,prettymouth,yeah,yeah,0,220.49,221.06
Home,home,221.23,221.61,NN,prettymouth,home,home,0,221.23,221.61
Home,home,222.16,222.41,NN,prettymouth,home,home,0,222.16,222.41
sweet,sweet,222.41,222.64,NN,prettymouth,sweet,sweet,0,222.41,222.64
home,home,222.65,222.96,NN,prettymouth,home,home,0,222.65,222.96
Christ,christ,222.96,223.5,NN,prettymouth,christ,christ,0,222.96,223.5
Look,look,224.66,224.93,NN,prettymouth,look,look,0,224.66,224.93
Arthur,arthur,224.929999,225.349999,IN,prettymouth,arthur,arthur,0,224.929999,225.349999
you,you,225.66,225.81,PRP,prettymouth,you,you,0,225.66,225.81
want,want,225.809999,226.009999,VBP,prettymouth,want,want,0,225.809999,226.009999
my,my,226.02,226.23,PRP$,prettymouth,my,my,0,226.02,226.23
advice,advice,226.23,226.75,NN,prettymouth,advice,advice,0,226.23,226.75
he,he,226.91,227.05,PRP,prettymouth,he,he,0,226.91,227.05
said,said,227.05,227.34,VBD,prettymouth,said,said,0,227.05,227.34
Absently,<unk>,227.61,228.28,RB,prettymouth,absently,absently,0,227.61,228.28
he,he,228.28,228.62,PRP,prettymouth,he,he,0,228.28,228.62
took,took,228.66,228.91,VBD,prettymouth,took,took,0,228.66,228.91
his,his,228.91,229.08,PRP$,prettymouth,his,his,0,228.91,229.08
left,left,229.08,229.36,JJ,prettymouth,left,left,0,229.08,229.36
hand,hand,229.36,229.72000000000003,NN,prettymouth,hand,hand,0,229.36,229.72000000000003
out,out,229.73,229.9,RP,prettymouth,out,out,0,229.73,229.9
from,from,229.9,230.06,IN,prettymouth,from,from,0,229.9,230.06
between,between,230.059999,230.379999,IN,prettymouth,between,between,0,230.059999,230.379999
the,the,230.38,230.46,DT,prettymouth,the,the,0,230.38,230.46
girl's,girl's,230.46,230.7,NN,prettymouth,girl's,girl's,0,230.46,230.7
upper,upper,230.71,230.94,JJ,prettymouth,upper,upper,0,230.71,230.94
arm,arm,230.94,231.18,NN,prettymouth,arm,arm,0,230.94,231.18
and,and,231.179999,231.279999,CC,prettymouth,and,and,0,231.179999,231.279999
chest,chest,231.28,231.58,JJS,prettymouth,chest,chest,0,231.28,231.58
wall,wall,231.58,232.22,NN,prettymouth,wall,wall,0,231.58,232.22
Get,get,232.529999,232.719999,NN,prettymouth,get,get,0,232.529999,232.719999
